"Data Set","Data Set Version","Apollo","Contact","Contact institution","Release # and date","Build Number Introduced","Category","Data Set Name","dataset_id","Organism(s) (source or reference)","Publications","Release Policy","Short Attribution","Summary","Type","Genes"
"<i>Fusarium proliferatum</i> strain NRRL62905 Genome Sequence and Annotation","2016-12-06","N/A","Ulrich Güldener","Technische Universität München, Wissenschaftszentrum Weihenstephan, Department of Genome-oriented Bioinformatics","FungiDB rel. 51, 2021-MAR-16","42","Genomes","fproNRRL62905_primary_genome_RSRC","DS_9159f06aae","<i>Fusarium proliferatum</i> strain NRRL62905<br>","28040774","N/A","Ulrich Güldener","Genome sequence and annotation for <i>Fusarium proliferatum</i> strain NRRL62905.","genome","15602"
"SNP calls on WGS of Magnaporthe field-isolates.","2018-02-27","Apollo","Elisabeth Fournier","INRA-CIRAD-Montpellier SupAgro, Campus International de Baillarguet, Montpellier, France","FungiDB rel. 52, 2021-MAY-20","52","Genetic variation","mory70-15_HTS_SNP_Gladieux_Magnaporthe_Field_RSRC","DS_91b3e4633f","<i>Pyricularia oryzae</i> 70-15<br>","29487238","N/A","Gladieux et al. 2018","Whole-genome analysis of fungal strains from different hosts.","isolates","N/A"
"SNPs calls on WGS of Clavispora (Candida) lusitaniae strains and populations from a patient with cystic fibrosis","2018-10-17","Apollo","Deborah A. Hogan","Department of Microbiology and Immunology, Geisel School of Medicine, Dartmouth College","FungiDB rel. 57, 2022-APR-21","57","Genetic variation","clusATCC42720_HTS_SNP_clusitaniae_popgen_PRJNA433226_RSRC","DS_91c53e61a3","<i>Clavispora lusitaniae</i> ATCC 42720<br>","30389707","N/A","Demers et al. 2018","Population genomics study of <i>Clavispora</i> (<i>Candida</i>) <i>lusitaniae</i>","isolates","N/A"
"In planta expression profiles of Fusarium proliferatum NRRL 62905","2016-12-31","Apollo","Ulrich Güldener","Technische Universität München, Wissenschaftszentrum Weihenstephan, Department of Genome-oriented Bioinformatics","FungiDB rel. 59, 2022-AUG-30","59","RNASeq","fproET1_inplanta62905_Niehaus_2016_ebi_rnaSeq_RSRC","DS_91ca610be2","<i>Fusarium proliferatum</i> ET1<br>","28040774","N/A","Niehaus et al. 2016","Transcriptional changes during maize root infection. Root samples were taken 4, 10 and 20 dpi for RNA isolation.","transcript_expression","N/A"
"Global transcriptional analysis of wild-type and cuf1delta cells","2018-02-05","Apollo","Dennis J. Thiele","Department of Pharmacology and Cancer Biology, Duke University School of Medicine, Durham, USA","FungiDB rel. 45, 2019-SEP-05","45","RNASeq","cneoH99_Perfect_wt_cuf1_ebi_rnaSeq_RSRC","DS_91e4e6730a","<i>Cryptococcus neoformans</i> var. grubii H99<br>","29608794","N/A","Garcia-Santamarina et al. 2018","Genome-wide assessment of the Cu-responsive, Cuf1-dependent transcriptome.","transcript_expression","N/A"
"Gene expression changes during mycelia differentiation in Coccidioides immitis","2013-07-11","Apollo","Theo Kirkland","University of California San Diego","FungiDB rel. 38, 2018-JUL-05","38","DNA Microarray Assay","cimmRS_microarrayExpression_Viriyakosol_Mycelia_Differentiation_RSRC","DS_92336123f0","<i>Coccidioides immitis</i> RS<br>","23714098","N/A","Viriyakosol et al.","A custom open reading frame oligonucleotide microarray to compare the transcriptome of C. immitis mycelia with two spherule samples grown in vitro.","transcript_expression","N/A"
"SNP calls on WGS of Candida auris in Nevada","2023-01-26","Apollo","CDC","Centers for Disease Control and Prevention, USA","FungiDB rel. 65, 2023-SEP-14","65","Genetic variation","caurB8441_HTS_SNP_Cauris_Nevada_2022_RSRC","DS_92cdf087dc","<i>Candida auris</i> strain B8441<br>","N/A","N/A","CDC","Sequencing was performed by Nevada State Public Health Laboratory submission group.","isolates","N/A"
"<i>Aspergillus heteromorphus</i> CBS 117.55 Genome Sequence and Annotation","2018-06-04","Apollo","Mikael Andersen","Department of Biotechnology and Biomedicine, Technical University of Denmark","FungiDB rel. 59, 2022-AUG-30","59","Genomes","ahetCBS117.55_primary_genome_RSRC","DS_930d79c082","<i>Aspergillus heteromorphus</i> CBS 117.55<br>","30349117","N/A","Mikael Andersen","Genome Sequence and Annotation of <i>Aspergillus heteromorphus</i> CBS 117.55","genome","11436"
"Aligned genome sequence reads - Candida auris clinical isolates (USA)","2018-09-28","Apollo","Anastasia P. Litvintseva","Mycotic Diseases Branch, Centers for Disease Control and Prevention, Atlanta, Georgia","FungiDB rel. 53, 2021-JUL-21","53","Genetic variation","caurB8441_HTS_SNP_299_Clinical_Isolates_RSRC","DS_931b25e522","<i>Candida auris</i> strain B8441<br>","32345637","N/A","Chow et al. 2020","297 Candida auris isolates were sequenced.","isolates","N/A"
"<i>Aspergillus sydowii</i> CBS 593.65 Genome Sequence and Annotation","2016-12-08","Apollo","Ronald P. de Vries","Westerdijk Fungal Biodiversity Institute","FungiDB rel. 51, 2021-MAR-16","33","Genomes","asydCBS593.65_primary_genome_RSRC","DS_9376e6fcd9","<i>Aspergillus sydowii</i> CBS 593.65<br>","28196534","N/A","Ronald P. de Vries","Genome sequence and annotation for <i>Aspergillus sydowii</i> CBS 593.65","genome","13717"
"Mucor circinelloides spores phagocytosed by mouse macrophages: single culture","2019-02-05","Apollo","Francisco E Nicolás","Departamento de Genética y Microbiología, Universidad de Murcia, Spain","FungiDB rel. 68, 2024-MAY-07","68","RNASeq","mcirCBS277-49_mcirCBS277-49_Perez_2019_ebi_rnaSeq_RSRC","DS_9384e9d657","<i>Mucor lusitanicus</i> CBS 277.49<br>","30723131","N/A","Pérez-Arques et al. 2019","A study of the transcriptomics changes occuring in both host and pathogen upon the interaction of <i>Mucor circinelloides</i> spores with phagocytic cells of a mouse.","transcript_expression","N/A"
"Cryptococcus transcriptomes in hypoxia and normoxia conditions","2019-07-29","Apollo","Alexandre Alanio","Institut Pasteur, CNRS, Molecular Mycology Unit","FungiDB rel. 53, 2021-JUL-21","53","RNASeq","cneoJEC21_Hommel_Hypoxia_Normoxia_ebi_rnaSeq_RSRC","DS_93a50639b6","<i>Cryptococcus neoformans</i> var. neoformans JEC21<br>","31356623, 31527911","N/A","Hommel et al. 2019","Yeast transcriptomes in hypoxia and normoxia, stationary and logarithmic phase.","transcript_expression","N/A"
"Hyphal Growth Time Series","2011-03-21_gus4","Apollo","Jason E. Stajich","Department of Plant Pathology and Microbiology, University of California, Riverside","FungiDB rel. 3.0, 2014-MAY-08","21","RNASeq","ccinokay7-130_Stajich_HyphalGrowth_rnaSeq_RSRC","DS_93b89f46b2","<i>Coprinopsis cinerea</i> okayama7#130<br>","N/A","N/A","Jason Stajich","<i>Coprinopsis cineria</i> hyphal growth on solid media at 2 time points: 9 days (taken at the hyphal edge) and 15 days (deeper into the colony).","transcript_expression","N/A"
"Mapping histone modifications in <i>Aspergillus nidulans</i> spores","2021-08-06","Apollo","Koon Ho Wong","MoE Frontiers Science Center for Precision Oncology, University of Macau","FungiDB rel. 59, 2022-AUG-30","59","CHIP Seq","anidFGSCA4_PolIIChip_conidia_Wang_chipSeq_RSRC","DS_93c08648a2","<i>Aspergillus nidulans</i> FGSC A4<br>","34183813","N/A","Wang et al. 2021","Histone modifications in <i>Aspergillus nidulans</i> spores","transcript_expression","N/A"
"Transcriptome under normoxia and hypoxia conditions","2013-04-01","Apollo","Robert Cramer","Department of Microbiology and Immunology, The Geisel School of Medicine at Dartmouth","FungiDB rel. 44, 2019-JUL-02","44","RNASeq","afumAf293_Losada_normoxia_hypoxia_ebi_rnaSeq_RSRC","DS_93c159b846","<i>Aspergillus fumigatus</i> Af293<br>","24996522","N/A","Losada et al. 2014","Response to early hypoxic conditions (at 12, 24, and 36hr).","transcript_expression","N/A"
"SNP calls on WGS of Cryptococcus isolates collected from an Ugandan patient cohort","2019-06-15","Apollo","Kirsten Nielsen","Department of Microbiology and Immunology, University of Minnesota, Minneapolis, Minnesota, USA","FungiDB rel. 57, 2022-APR-21","57","Genetic variation","cneoH99_HTS_SNP_Uganda_Gerstein_2019_RSRC","DS_93ead824d4","<i>Cryptococcus neoformans</i> var. grubii H99<br>","31311883","N/A","Gerstein et al. 2019","Isolates were collected from an Ugandan patient cohort infected with closely related <i>C. neoformans</i> strains.","isolates","N/A"
"<i>Aspergillus steynii</i> IBT 23096 Genome Sequence and Annotation","2017-12-30","Apollo","Igor V. Grigoriev","DOE Joint Genome Institute","FungiDB rel. 51, 2021-MAR-16","37","Genomes","asteIBT23096_primary_genome_RSRC","DS_93f3ae0e82","<i>Aspergillus steynii</i> IBT 23096<br>","29317534","N/A","Igor V. Grigoriev","<i>Aspergillus steynii</i> IBT 23096 Genome Sequence and Annotation","genome","13430"
"<i>Aspergillus ochraceoroseus</i> IBT 24754 Genome Sequence and Annotation","2018-04-16","Apollo","Igor V. Grigoriev","DOE Joint Genome Institute","FungiDB rel. 51, 2021-MAR-16","39","Genomes","aochIBT24754_primary_genome_RSRC","DS_9492ac49ce","<i>Aspergillus ochraceoroseus</i> IBT 24754<br>","29317534","N/A","Igor V. Grigoriev","<i>Aspergillus ochraceoroseus</i> IBT 24754 Genome Sequence and Annotation","genome","9070"
"<i>Lentinus tigrinus</i> ALCF2SS1-7 Genome Sequence and Annotation","2018-11-21","Apollo","David S. Hibbett","Department of Biology, Clark University, Worcester, MA 01610","FungiDB rel. 64, 2023-JUL-12","64","Genomes","ltigALCF2SS17_primary_genome_RSRC","DS_94ec6f9f7c","<i>Lentinus tigrinus</i> ALCF2SS1-7<br>","30398645","N/A","David S. Hibbett","Genome Sequence and Annotation of <i>Lentinus tigrinus</i> ALCF2SS1-7","genome","15670"
"SNP calls on WGS of strains from the National Collection of Yeast Culture (Norwich, U.K.)","2021-04-11","N/A","Quadram Institute Bioscience","Research Park, Rosalind Franklin Rd, Norwich NR4 7UQ","FungiDB rel. 67, 2024-FEB-21","67","Genetic variation","scerS288c_HTS_SNP_yeast_culture_collection_PRJEB42916_RSRC","DS_95453eda57","<i>Saccharomyces cerevisiae</i> S288C<br>","N/A","N/A","Quadram","WGS of Saccharomyces cerevisiae strains from the National Collection of Yeast Culture (Norwich, U.K.)","isolates","N/A"
"<i>Fusarium oxysporum</i> f. sp. cubense race 1 Genome Sequence and Annotation","2015-03-21","N/A","Junsheng Huang","Key Laboratory of Monitoring and Control of Tropical Agricultural and Forest Invasive Alien Pests, Ministry of Agriculture, Environment and Plant Protection Institute, Chinese Academy of Tropical Agricultural Sciences","FungiDB rel. 51, 2021-MAR-16","38","Genomes","foxyrace1_primary_genome_RSRC","DS_95bd58312f","<i>Fusarium oxysporum</i> f. sp. cubense race 1<br>","24743270","N/A","Junsheng Huang","<i>Fusarium oxysporum</i> f. sp. cubense race 1 Genome Sequence and Annotation","genome","15626"
"Transcriptomic profiling of Cryptococcus cells in response to oxidative stress.","2017-08-17","Apollo","Hyun Ah Kang","Department of Life Science, Chung-Ang University","FungiDB rel. 43, 2019-APR-25","43","RNASeq","cneoH99_Kang_OxidativeStress_ebi_rnaSeq_RSRC","DS_968584e5d2","<i>Cryptococcus neoformans</i> var. grubii H99<br>","28642475","N/A","Cheon et al. 2017","WT and <i>gsb1</i> mutant were grown in YPD and in the presence of oxidative stress (H2O2) to identify transcriptional change
s occurring in response to stress.","transcript_expression","N/A"
"<i>Sclerotinia sclerotiorum</i> 1980 UF-70 Genome Sequence and Annotation","2016-10-31","Apollo","Mark Derbyshire","Centre for Crop and Disease Management Department of Environment and Agriculture, Curtin University, Australia","FungiDB rel. 51, 2021-MAR-16","19","Genomes","sscl1980UF-70_primary_genome_RSRC","DS_96e9022cd3","<i>Sclerotinia sclerotiorum</i> 1980 UF-70<br>","28204478","N/A","Mark Derbyshire","Genome sequence and annotation for <i>Sclerotinia sclerotiorum</i> 1980 UF-70.","genome","11368"
"<i>Cryptococcus gattii VGIV</i> IND107 Genome Sequence and Annotation","2015-02-17","N/A","The Broad Institute of MIT and Harvard","The Broad Institute of MIT and Harvard","FungiDB rel. 51, 2021-MAR-16","35","Genomes","cgatIND107_primary_genome_RSRC","DS_9716f5c551","<i>Cryptococcus gattii</i> VGIV IND107<br>","26330512","N/A","The Broad Institute of MIT and Harvard","Genome sequence and annotation for <i>Cryptococcus gattii VGIV</i> IND107 (<i>Cryptococcus tetragattii</i> IND107)","genome","6843"
"<i>Aspergillus terreus</i> NIH2624 Genome Sequence and Annotation","2015-03-23","Apollo","William C. Nierman","J. Craig Venter Institute","FungiDB rel. 51, 2021-MAR-16","19","Genomes","aterNIH2624_primary_genome_RSRC","DS_988e3470e4","<i>Aspergillus terreus</i> NIH2624<br>","N/A","N/A","William C. Nierman","Genome sequence and annotation for <i>Aspergillus terreus</i> NIH2624.","genome","10551"
"SNP calls on WGS of bloodstream isolates","2023-06-30","Apollo","Anna Selmecki","Department of Microbiology and Immunology, University of Minnesota Medical School","FungiDB rel. 67, 2024-FEB-21","67","Genetic variation","clusATCC42720_HTS_SNP_bloodstream_isolates_PRJNA954073_RSRC","DS_9893b6ff16","<i>Clavispora lusitaniae</i> ATCC 42720<br>","37428075","N/A","Scott et al. 2023","Whole genome sequencing of Clavispora lusitaniae clinical bloodstream isolates","isolates","N/A"
"<i>Hanseniaspora uvarum</i> strain AWRI3580 Genome Sequence and Annotation","2016-09-27","Apollo","Anthony R. Borneman","The Australian Wine Research Institute, Adelaide, South Australia, Australia","FungiDB rel. 51, 2021-MAR-16","51","Genomes","huvaAWRI3580_primary_genome_RSRC","DS_98be9d6af8","<i>Hanseniaspora uvarum</i> strain AWRI3580<br>","16423073, 27856586, 28887422, 30618537, 32038567","N/A","Anthony R. Borneman","Genome Sequence and Annotation for <i>Hanseniaspora uvarum</i> strain AWRI3580","genome","4061"
"SNPs calls on WGS data of Pyricularia oryzae isolates from Africa","2019-02-01","Apollo","Nick Talbot","The Sainsbury Laboratory, UK","FungiDB rel. 59, 2022-AUG-30","59","Genetic variation","mory70-15_HTS_SNP_Talbot_PRJEB27419_RSRC","DS_9906c5c8f5","<i>Pyricularia oryzae</i> 70-15<br>","N/A","N/A","Were et al. 2021","SNPs calls on WGS data of 29 Pyricularia oryzae isolates.","isolates","N/A"
"Histoplasma capsulatum H88 transcripts from build 63 models","bld63","N/A","The Broad Institute of MIT and Harvard","The Broad Institute of MIT and Harvard","FungiDB rel. 1.0, 01-JAN-05","0","Sequence sites, features and motifs","hcapH88_bld63Transcripts_transcript_sequences_RSRC","DS_99524a6d6b","<i>Histoplasma capsulatum</i> H88<br>","N/A","N/A","The Broad Institute of MIT and Harvard","Transcripts for Histoplasma capsulatum H88 build 63 models","aligned_sequence","N/A"
"<i>Emergomyces orientalis</i> 5z489 Genome Sequence","2017-04-25","N/A","Peng Wang","Division of Medical Microbiology, Peking Union Medical College Hospital, Beijing, China","FungiDB rel. 57, 2022-APR-21","57","Genomes","eori5z489_primary_genome_RSRC","DS_99cf7bf998","<i>Emergomyces orientalis</i> 5z489<br>","28409126","N/A","Peng Wang","Genome Sequence of <i>Emergomyces orientalis</i> 5z489","genome","N/A"
"Transcriptional profiling of strains with different levels of Mrr1 activity in Candida lusitaniae","2021-03-01","Apollo","Deborah A. Hogan","Department of Microbiology and Immunology, Geisel School of Medicine, Dartmouth College","FungiDB rel. 56, 2022-FEB-15","56","RNASeq","clusATCC42720_ClusitaniaeMrr1_Demers_2021_ebi_rnaSeq_RSRC","DS_9a20a7bfa0","<i>Clavispora lusitaniae</i> ATCC 42720<br>","33785623","N/A","Demers et al. 2021","Expression profiling by high throughput sequencing","transcript_expression","N/A"
"Mucor lusitanicus CBS 277.49 transcripts from build 60 models","bld60","Apollo","Igor V. Grigoriev","DOE Joint Genome Institute","FungiDB rel. 1.0, 01-JAN-05","0","N/A","mcirCBS277-49_bld60Transcripts_transcript_sequences_RSRC","DS_9a265bb979","<i>Mucor lusitanicus</i> CBS 277.49<br>","N/A","N/A","Igor V. Grigoriev","Mucor lusitanicus CBS 277.49 transcripts from build 60 models","aligned_sequence","N/A"
"<i>Penicillium rubens</i> Wisconsin 54-1255 Genome Sequence and Annotation","2015-02-01","Apollo","Marco van den Berg","DSM Anti Infectives, The Netherlands","FungiDB rel. 51, 2021-MAR-16","36","Genomes","prubWisconsin54-1255_primary_genome_RSRC","DS_9a46569d2f","<i>Penicillium rubens</i> Wisconsin 54-1255<br>","18820685","N/A","Marco van den Berg","Genome sequence and annotation for <i>Penicillium rubens</i> Wisconsin 54-1255","genome","14021"
"<i>Pneumocystis murina</i> B123 Genome Sequence and Annotation","2016-12-13","Apollo","Joseph A. Kovacs","NIH Clinical Center, Bethesda, MD USA","FungiDB rel. 64, 2023-JUL-12","64","Genomes","pmurB123_primary_genome_RSRC","DS_9a770ad093","<i>Pneumocystis murina</i> B123<br>","23392351","N/A","Joseph A. Kovacs","Genome Sequence and Annotation of <i>Pneumocystis murina</i> B123","genome","3675"
"SNP calls on WGS of Sporothrix schenckii isolates","2020-11-30","Apollo","Marcus Teixeira","Departamento de Biologia Celular, Universidade de Brasília, Brasília, DF, Brazil","FungiDB rel. 63, 2023-MAY-03","63","Genetic variation","ssch1099-18_HTS_SNP_Filho_Sscen_PRJNA607682_RSRC","DS_9aa4c1e6d6","<i>Sporothrix schenckii</i> 1099-18<br>","33155518","N/A","Filho et al. 2020","Natural variation of Sporothrix schenckii in different epidemic areas of the Brazilian territory","isolates","N/A"
"The Worldwide Protein Data Bank (wwPDB)","2020-11-01","N/A","RCSB PDB","Rutgers and UCSD","FungiDB rel. 1.0, 01-JAN-05","0","Protein Structure","PDBProteinSequences_RSRC","DS_9ab85137b0","<br>","10592235, 14634627, 23023942","N/A","RCSB PDB","PDB proteins of known 3-dimensional structure","external_sequences","N/A"
"<i>Batrachochytrium salamandrivorans</i> BS Genome Sequence and Annotation","2017-02-24","Apollo","Laura F. Grogan","Environmental Futures Research Institute and School of Environment and Science, Griffith University, Nathan, QLD, Australia","FungiDB rel. 59, 2022-AUG-30","59","Genomes","bsalBS_primary_genome_RSRC","DS_9ad6869a2a","<i>Batrachochytrium salamandrivorans</i> BS<br>","30473694","N/A","Laura F. Grogan","Genome Sequence and Annotation of <i>Batrachochytrium salamandrivorans</i> BS","genome","10186"
"Transcriptomes of itraconazole-resistant strains","2016-05-01","Apollo","Paul Bowyer","The University of Manchester","FungiDB rel. 42, 2019-MAR-07","42","RNASeq","afumAf293_Bowyer_itraconazole_resistance_ebi_rnaSeq_RSRC","DS_9afe38853e","<i>Aspergillus fumigatus</i> Af293<br>","N/A","N/A","Bowyer 2016","Transcriptomes of A1160, HapB and 29.9 derived strains","transcript_expression","N/A"
