Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Short Attribution,Summary,Type,Genes,,,,
First detection of N1575Y mutation in pyrethroid resistant Anopheles gambiae in Southern C&#244;te d&#8217;Ivoire,1/22/2019,N/A,Ako V C Edi,"Research and Development Department, Centre Suisse de Recherches Scientifiques en Côte d’Ivoire, Abidjan, 01 BP 1303, Cote d'Ivoire","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000360_RSRC,DS_94273ea1bd,<br>,29018842,Ako V C Edi,"Larvae of Anopheles gambiae were collected from natural breeding sites in Tiassal&#233; and Elibou, between April and November 2016 and raised to adults . Adult female non-blood fed mosquitoes, three to five days old, were exposed to deltamethrin in WHO bioassays. Extracted DNA samples from exposed mosquitoes were used for species characterisation and genotyping. (MapVEu VBP0000360)",population_biology,N/A,,,,
Montana State University mosquito data for 2014,11/6/2020,N/A,Marni Rolston,"Montana State University, MSU Extension - Department of Animal and Range Sciences","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000710_RSRC,DS_944e496260,<br>,N/A,Marni Rolston,"2014 mosquito surveillance data collected by Montana State University, Department of Animal and Range Sciences. (MapVEu VBP0000710)",population_biology,N/A,,,,
Intensive trapping of blood-fed Anopheles darlingi in Amazonian Peru reveals unexpectedly high proportions of avian blood-meals,4/20/2017,N/A,Marta Moreno,"Division of Infectious Diseases, Department of Medicine, University of California San Diego, La Jolla, California, United States of America","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000166_RSRC,DS_945c721a5b,<br>,28231248,Marta Moreno,"Anopheles darlingi, the main malaria vector in the Neotropics, has been considered to be highly anthropophilic. However, many behavioral aspects of this species remain unknown, such as the range of blood-meal sources. Barrier screens were used to collect resting Anopheles darlingi mosquitoes from 2013 to 2015 in three riverine localities (Lupuna, Cahuide and Santa Emilia) in Amazonian Peru.  Mosquito age, estimated in two localities, Lupuna and Cahuide, ranged widely between sites and years. This variation may reflect the range of local environmental factors that influence longevity or possibly potential changes in the ability of the mosquito to transmit the parasite. Of 6,204 resting An. darlingi tested for Plasmodium infection, 0.42% were infected with P. vivax. This study provides evidence for the first time of the usefulness of barrier screens for the collection of blood-fed resting mosquitoes to calculate the Human Blood Index (HBI) and other blood-meal sources in a neotropical malaria endemic setting. (MapVEu VBP0000166)",population_biology,N/A,,,,
Adult tentacles,4/26/2015,Apollo,Reza Kalhor,USC,"VectorBase rel. 68, 2024-MAY-07",68,RNASeq,bglaXG47_SRP057675_ebi_rnaSeq_RSRC,DS_94a1ad8c0f,<i>Biomphalaria glabrata</i> XG47<br>,N/A,"Di Liang 2015, unpublished",Adult tentacles (one biological sample).,transcript_expression,N/A,,,,
Dynamics of pyrethroid resistance in malaria vectors in southern Benin following a large scale implementation of vector control interventions,11/21/2016,N/A,Gildas A Yahouédo,N/A,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000150_RSRC,DS_94d06d1599,<br>,27378358,Gildas A Yahouédo,"Anopheles larvae were collected in 13 villages twice a year from 2012 to 2014. WHO tube tests were used to assess the phenotypic resistance of each population to 0.05 % deltamethrin. Sibling species within Anopheles gambiae complex were identified by PCR techniques. Taqman and biochemical assays were performed to identify the presence of kdr mutations in individual mosquitoes and to detect any increase in the activity of enzymes putatively involved in insecticide metabolism (oxidases, esterase and glutathione-S-transferases). Quantitative real time PCR was used to measure the expression of three metabolic genes involved in pyrethroid resistance (CYP6P3, CYP6M2 and GSTD3). (MapVEu VBP0000150)",population_biology,N/A,,,,
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2010",7/28/2019,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000522_RSRC,DS_958ee92ec4,<br>,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement 2010. (MapVEu VBP0000522),population_biology,N/A,,,,
"Insecticide susceptibility status of Anopheles stephensi, Culex quinquefasciatus and Aedes aegypti in Panaji, Goa",8/6/2014,N/A,D. Thavaselvam,N/A,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000087_RSRC,DS_95f2e87e84,<br>,8405597,D. Thavaselvam,Insecticide resistance study imported from IRBase. (MapVEu VBP0000087),population_biology,N/A,,,,
"Pooled male and female larvae, pupae, and adults",Jan-20,Apollo,Broad Institute,Broad Institute,"VectorBase rel. 47, 2020-APR-07",47,RNASeq,aatrEBRO_SRP021065_ebi_rnaSeq_RSRC,DS_974c2bd884,<i>Anopheles atroparvus</i> EBRO<br>,25554792,Neafsey et al 2015,"Produced from pooled male and female larvae, pupae, and adults (one An. atroparvus sample).",transcript_expression,N/A,,,,
Mapping insecticide resistance in Anopheles gambiae (s.l.) from C&#244;te d&#8217;Ivoire,3/27/2018,N/A,Alphonsine Koffi,"Institut Pierre Richet/Institut National de Santé Publique (IPR/INSP), BP 1500 Bouake, Côte d’Ivoire","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000235_RSRC,DS_974d6ea1a6,<br>,29310704,Alphonsine Koffi,"Two approaches were adopted to build or update the resistance data in the country. Resistance monitoring was conducted between 2013 and 2015 in 35 sentinel sites across the country using the WHO standard procedure of susceptibility test on adult mosquitoes. Four insecticide families (pyrethroids, organochlorides, carbamates and organophosphates) were tested. In addition to this survey, literature was reviewed to assemble existing data on resistance between 2009 and 2015. (MapVEu VBP0000235)",population_biology,N/A,,,,
<i>Ixodes scapularis</i> Wikel Genome Sequence and Annotation,IscaW1,N/A,Catherine A Hill,Purdue University,"VectorBase rel. 49, 2020-NOV-05",47,Genomes,iscaWikel_primary_genome_RSRC,DS_975ab2c4c6,<i>Ixodes scapularis</i> Wikel<br>,26856261,Catherine A Hill,Genome Sequence and Annotation for <i>Ixodes scapularis</i> Wikel,genome,23342,,,,
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2013",7/30/2019,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000525_RSRC,DS_97c2ceb5ae,<br>,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement 2013. (MapVEu VBP0000525),population_biology,N/A,,,,
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2013",5/3/2021,N/A,Stephen Panossian,Maryland Department of Agriculture Mosquito Control Section,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000759_RSRC,DS_97eec9f205,<br>,N/A,Stephen Panossian,Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2013. (MapVEu VBP0000759),population_biology,N/A,,,,
<i>Stomoxys calcitrans</i> USDA Genome Sequence and Annotation,ScalU1,Apollo,Pia Untalan Olafson,"Livestock Arthropod Pests Research Unit, USDA-ARS, Kerrville, TX, USA","VectorBase rel. 49, 2020-NOV-05",47,Genomes,scalUSDA_primary_genome_RSRC,DS_97fcc3f731,<i>Stomoxys calcitrans</i> USDA<br>,33750380,Pia Untalan Olafson,Genome Sequence and Annotation for <i>Stomoxys calcitrans</i> USDA,genome,16970,,,,
"Larvae resistance to three insecticides, permethrin, imidacloprid and propoxur",Jan-20,Apollo,Jean-Philippe David,"Laboratoire d'Ecologie Alpine (LECA), Université de Grenoble","VectorBase rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_ERP002530_ebi_rnaSeq_RSRC,DS_9800ad244a,<i>Aedes aegypti</i> LVP_AGWG<br>,24593293,David et al 2014,"RNA-Seq comparison of three <i>Aedes aegypti</i> strains resistant to the insecticides permethrin (Perm-R strain), imidacloprid (Imida-R strain) or propoxur (Propo-R strain)",transcript_expression,N/A,,,,
President's Malaria Initiative (PMI) insecticide susceptibility data,8/17/2015,N/A,Christen Fornadel,USAID,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000123_RSRC,DS_9810ad14ce,<br>,N/A,Christen Fornadel,"Insecticide susceptibility data that has been collected by the President's Malaria Initiative (PMI) as of the end of September 2015. This is the second update in VectorBase received in 2016. The report includes data collected by PMI entomologists and contractors, as well as data collected in collaboration with partner-country universities or National Malaria Control Programs (NMCPs). (MapVEu VBP0000123)",population_biology,N/A,,,,
"Insecticide resistance, associated mechanisms and fitness aspects in two Brazilian Stegomyia aegypti (=&#8201;Aedes aegypti) populations",10/4/2018,N/A,Denise Valle,"Laboratório de Biologia Molecular de Flavivírus, Instituto Oswaldo Cruz, Fundação Oswaldo Cruz, Avenida Brasil 4365, Manguinhos, Rio de Janeiro, RJ CEP 21040-900, Brazil","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000327_RSRC,DS_9816858aac,<br>,28752548,Denise Valle,"In the present study, a series of methodologies applied in the context of routine S.&#8201;aegypti insecticide resistance monitoring programmes were used to characterize two Brazilian field populations, from Crato, in the state of Cear&#225; (CE), and Aracaju, in the state of Sergipe (SE). In addition to profiles of resistance against the insecticides employed in the scope of the Brazilian dengue control programme, the participation of distinct resistance mechanisms was also investigated. Furthermore, different development and reproduction parameters were analysed in both populations in order to evaluate any potential correlation between these aspects and insecticide resistance. (MapVEu VBP0000327)",population_biology,N/A,,,,
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 1983",7/10/2019,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000485_RSRC,DS_98479f4c68,<br>,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement 1983. (MapVEu VBP0000485),population_biology,N/A,,,,
A-GEOD-13157 - Agilent A. gambiae 020449 44k v2,2/3/2015,Apollo,Agilent Technologies,N/A,"VectorBase rel. 47, 2020-APR-07",47,Array Probes,agamPEST_microarrayPlatform_A-GEOD-13157-Agilent_RSRC,DS_985ea38b54,<i>Anopheles gambiae</i> PEST<br>,N/A,Agilent Technologies,"Commercially available Anopheles gambiae array from Agilent. 43,803 60-mer probes sourced from RefSeq, UniGene, TIGR, Ensembl, Entrez gene, anoGarn1 and UCSC dm3. GEO: GPL13157 This version has a different layout compared with the earlier version.",transcript_expression_platform,N/A,,,,
<i>Anopheles coluzzii</i> AcolN3 Genome Sequence and Annotation,7/26/2022,Apollo,Mara Lawniczak,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, UK","VectorBase rel. 67, 2024-FEB-21",60,Genomes,acolAcolN3idAnoColuKW18c001_1_primary_genome_RSRC,DS_98703c1d88,<i>Anopheles coluzzii</i> AcolN3<br>,N/A,Mara Lawniczak,Genome Sequence and Annotation of <i>Anopheles coluzzii</i> AcolN3,genome,14616,,,,
"Body with no heads, wings, or legs",7/29/2019,N/A,Samuel Rund,University of Notre Dame,"VectorBase rel. 64, 2023-JUL-12",64,Protein expression,asteSDA-500_massSpec_Imrie_Body_Head_RSRC,DS_990d94a588,<i>Anopheles stephensi</i> SDA-500<br>,31356616,Imrie et al 2019,"Body of the mosquito with no head, wings, or legs. Proteomic analyses were done with a single pool from all collection time points.",protein_expression,N/A,,,,
Euryhaline vs stenohaline: Fresh vs Salt water,Jan-20,N/A,Hilary Uyhelji,"Biological Sciences, University of Notre Dame","VectorBase rel. 47, 2020-APR-07",47,RNASeq,amerMAF_SRP044683_ebi_rnaSeq_RSRC,DS_991e4d9165,<i>Anopheles merus</i> MAF<br>,26945667,Uyhelji et al 2016,"After rearing in freshwater, both young and old larval instars of each species were briefly (6 h) exposed to either saltwater (SW) or freshwater (FW) conditions to test the impact of salinity on mRNA levels.",transcript_expression,N/A,,,,
Culex pipiens molestus and Culex pipiens quinquefasciatus,6/25/2014,Apollo,Chunxiao Li,Beijing Institute of Microbiology and Epidemiology,"VectorBase rel. 58, 2022-JUN-23",58,RNASeq,cquiJHB_SRP043579_ebi_rnaSeq_RSRC,DS_994dce3ce3,<i>Culex quinquefasciatus</i> JHB 2020<br>,N/A,"Li and Zhao 2014, unpublished",Cx. p. quinquefasciatus (and Culex pipiens molestus) females were sequenced,transcript_expression,N/A,,,,
HLCs from four sites in Ghana,10/13/2021,N/A,Yaw A Afrane,"Department of Medical Microbiology, University of Ghana Medical School, University of Ghana, Accra, Ghana University of Heidelberg Medical School, GERMANY","VectorBase rel. 55, 2021-DEC-02",55,N/A,ISATab_VBP0000782_RSRC,DS_995e27ae89,<br>,N/A,Yaw A Afrane,Indoor and outdoor HLCs from four sites in Ghana with PCR species resolution of gambiae complex members (MapVEu VBP0000782),population_biology,N/A,,,,
Organophosphate and pyrethroid insecticide resistance,12/1/2021,N/A,Audrey Lenhart,"Entomology Branch, Division of Parasitic Diseases and Malaria, Center for Global Health, Centers for Disease Control and Prevention","VectorBase rel. 57, 2022-APR-21",57,RNASeq,aaraDongola_Messenger_insecticide_resistance_2021_ebi_rnaSeq_RSRC,DS_99c3631b80,<i>Anopheles arabiensis</i> Dongola<br>,34562591,Messenger et al 2021,"Total RNA was isolated from three pools containing five mosquitoes each from the following groups: mosquitoes phenotyped as resistant following a malathion or permethrin bioassay, non-insecticide exposed mosquitoes and susceptible An. arabiensis colony mosquitoes from Dongola and Sekoru strains.",transcript_expression,N/A,,,,
<i>Pediculus humanus</i> USDA Genome Sequence and Annotation,PhumU2,Apollo,Ewen F Kirkness,"JCVI, 704 Medical Center Drive","VectorBase rel. 49, 2020-NOV-05",47,Genomes,phumUSDA_primary_genome_RSRC,DS_99c689a355,<i>Pediculus humanus</i> USDA<br>,20566863,Ewen F Kirkness,Genome Sequence and Annotation for <i>Pediculus humanus</i> USDA,genome,11712,,,,
Midgut of mosquitoes fed with saline or protein meals containing chikungunya virus,Jan-20,Apollo,Alexander Franz,"Department of Veterinary Pathobiology, University of Missouri","VectorBase rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_SRP100729_ebi_rnaSeq_RSRC,DS_9a0fb848e2,<i>Aedes aegypti</i> LVP_AGWG<br>,28506207,Dong et al 2017,Transcriptome analyses of midguts to reveal gene expression patterns in midguts of protein meal and saline meal (containing/not containing CHIKV) fed mosquitoes in comparison to a sugarfed control.,transcript_expression,N/A,,,,
North Dakota State Department of Health mosquito data for 2013,9/4/2019,N/A,Kristi Bullinger,North Dakota Department of Health,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000543_RSRC,DS_9a7865e487,<br>,N/A,Kristi Bullinger,"2013 mosquito data from North Dakota, collected by the North Dakota State Department of Health. (MapVEu VBP0000543)",population_biology,N/A,,,,
Brain Proteomics,6/17/2014,Apollo,Akhilesh Pandey,"Mayo Clinic, Rochester, Minnesota","VectorBase rel. 55, 2021-DEC-02",55,Protein expression,agamPEST_massSpec_Dwivedi_Brain_Proteomics_RSRC,DS_9a93ee2686,<i>Anopheles gambiae</i> PEST<br>,24937107,Dwivedi et al 2014,A large-scale mapping of the brain proteome of An. gambiae was carried out using high-resolution tandem mass spectrometry.,protein_expression,N/A,,,,
The Worldwide Protein Data Bank (wwPDB),8/4/2020,N/A,RCSB PDB,Rutgers and UCSD,N/A,0,Protein Structure,PDBProteinSequences_RSRC,DS_9ab85137b0,<br>,"10592235, 14634627, 23023942",RCSB PDB,PDB proteins of known 3-dimensional structure,external_sequences,N/A,,,,
"Mosquito surveillance in City of Suffolk, Virginia, USA. 23434, 2012",9/8/2019,N/A,Karen Akaratovic,City of Suffolk Mosquito Control,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000553_RSRC,DS_9ac9115416,<br>,N/A,Karen Akaratovic,Mosquito surveillance from City of Suffolk Mosquito Control 2012. (MapVEu VBP0000553),population_biology,N/A,,,,
Male and female first instar larvae,Jan-20,Apollo,M Neira-Oviedo,"Vector Group, Liverpool School of Tropical Medicine, Liverpool","VectorBase rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_SRP002785_ebi_rnaSeq_RSRC,DS_9ad04ae684,<i>Aedes aegypti</i> LVP_AGWG<br>,20958808,Neira-Oviedo et al 2011,454 transcriptome analysis of sexed first instar larvae,transcript_expression,N/A,,,,
"Non-mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2015",3/1/2019,N/A,Angela Caranci,Northwest Mosquito and Vector Control District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000405_RSRC,DS_9b04e8f5f7,<br>,N/A,Angela Caranci,"Non-mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2015. (MapVEu VBP0000405)",population_biology,N/A,,,,
