Data Set,Data Set Version,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Short Attribution,Summary,Type,VEuPathDB Project,Genes,,,,
P. yoelii yoelii 17XNL mixed blood stage long read RNA-Seq,2023_08,Scott E. Lindner,Pennsylvania State University,"VEuPathDB rel. 66, 2023-NOV-28",66,LongReadRNASeq,pyoeyoelii17X_Scott_Lindner_nanopore_rnaSeqNextflow_RSRC,DS_a59159a754,<i>Plasmodium yoelii</i> yoelii 17X<br>,37247760,Godin et al. 2023,Transcriptome (Nanopore RNA-Seq) of <i>P. yoelii</i> 17XNL.,longRead_transcript_expression,PlasmoDB,N/A,,,,
Anopheles funestus FANG colony,11/14/2015,Liverpool School of Tropical Medicine,Liverpool School of Tropical Medicine,"VEuPathDB rel. 61, 2022-DEC-15",61,RNASeq,afunidAnoFuneDA416_04_ERP011524_ebi_rnaSeq_RSRC,DS_a5b980566b,<i>Anopheles funestus</i> AfunGA1<br>,26573092,Weedall et al 2015,Comparative poly(A) and Ribo-Zero RNAseq analysis of <i>Anopheles funestus</i> FANG colony mosquitoes,transcript_expression,VectorBase,N/A,,,,
Xeniobiotic pre-exposed permethrin-resistant strains in Aedes aegypti,3/31/2012,Jean-Philippe David,"Laboratoire d'Ecologie Alpine (LECA), Université de Grenoble","VEuPathDB rel. 47, 2020-APR-07",47,DNA Microarray Assay,aaegLVP_AGWG_microarrayExpression_E-MTAB-632_xenobiotic_RSRC,DS_a5c80f2c76,<i>Aedes aegypti</i> LVP_AGWG<br>,22406618,Poupardin et al.,"Gene expression in laboratory-selected permethrin resistant Aedes aegypti larvae is compared to that of susceptible Bora-Bora strain larvae, using an Agilent technologies microarray with 60mer probes targeting 14192 genes. Two of the three sub-experiments involve exposure of the larvae to sub-lethal amounts of fluoranthene (100 µg/L) and permethrin (0.4 µg/L) during rounds of selection.",transcript_expression,VectorBase,N/A,,,,
2016 Mosquito surveillance from Volusia County Florida,4/29/2021,Bryan Giordaano,Florida Medical Entomology Laboratory,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000742_RSRC,DS_a5eefc9011,<br>,32206774,Bryan Giordaano,2016 Mosquito surveillance from Volusia County Florida using multiple trap types (MapVEu VBP0000742),population_biology, ,N/A,,,,
<i>Trachipleistophora hominis</i> Unknown strain Genome Sequence and Annotation,3/19/2015,Robert P. Hirt,"Institute for Cell and Molecular Biosciences, The Medical School, Newcastle University","VEuPathDB rel. 52, 2021-MAY-20",22,Genomes,thomUnknown_primary_genome_RSRC,DS_a5fd74a16f,<i>Trachipleistophora hominis</i> Unknown strain<br>,23133373,Robert P. Hirt,<i>Trachipleistophora hominis</i> Sequence and Annotation,genome,MicrosporidiaDB,3253,,,,
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2013",6/27/2020,Desireé Keeney,"Ada County Weed, Pest, and Mosquito","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000661_RSRC,DS_a5ff3a29e7,<br>,N/A,Desireé Keeney,"Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000661)",population_biology, ,N/A,,,,
Which indoor residual spraying insecticide best complements standard pyrethroid long-lasting insecticidal nets for improved control of pyrethroid resistant malaria vectors?,3/30/2021,Corine Ngufor,"London School of Hygiene and Tropical Medicine (LSHTM), London, United Kingdom","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000739_RSRC,DS_a6001f8536,<br>,33507978,Corine Ngufor,WHO cylinder and CDC bottle bioassays were performed to assess susceptibility of the local An. gambiae s.l. vector population at the Cov&#233; hut site. (MapVEu VBP0000739),population_biology, ,N/A,,,,
<i>Lomentospora prolificans</i> JHH-5317 Genome Sequence and Annotation,12/19/2017,Steven L. Salzberg,"Center for Computational Biology, McKusick-Nathans Institute of Genetic Medicine, Johns Hopkins University School of Medicine","VEuPathDB rel. 51, 2021-MAR-16",41,Genomes,lproJHH5317_primary_genome_RSRC,DS_a62f2e98ce,<i>Lomentospora prolificans</i> JHH-5317<br>,28963165,Steven L. Salzberg,Genome sequence and annotation for <i>Lomentospora prolificans</i> JHH-5317.,genome,FungiDB,8768,,,,
A single-parasite transcriptional atlas of Toxoplasma Gondii ME49,4/4/2023,John Boothroyd,"Department of Microbiology and Immunology, Stanford University School of Medicine","VEuPathDB rel. 64, 2023-JUL-12",64,scRNA-Seq,tgonME49_boothroyd_ME49_cellxgene_RSRC,DS_a65d129de0,<i>Toxoplasma gondii</i> ME49<br>,32065584,Xue et al.,A single cell expression atlas in three strains of Toxoplasma gondii tachyzoites and bradyzoites reveals novel control of antigen expression and concerted gene expression through the lifecycle.,transcript_expression,ToxoDB,N/A,,,,
RNA-Seq analysis of transcriptomes at 1 day after sexual induction,5/13/2016,Yin-Won Lee,"Department of Agricultural Biotechnology, Seoul National University","VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,fgraPH-1_Son_Sexual_Development_ebi_rnaSeq_RSRC,DS_a69edfd4b7,<i>Fusarium graminearum</i> PH-1<br>,27175901,Son et al. 2016,Utilization of a conidia-deficient mutant to study sexual development.,transcript_expression,FungiDB,N/A,,,,
Trophozoite Transcriptome (Nfow),2014-06-19_gus4,Matthias Wittwer,Spiez Laboratory,"VEuPathDB rel. 25, 2015-JUL-23",25,RNASeq,nfowTy_Pathogenic_Trophozoite_Trascriptome_ebi_rnaSeq_RSRC,DS_a6e3b9556c,<i>Naegleria fowleri</i> strain Ty<br>,24950717,Zysset-Burri et al.,Transcriptome of <i> Naegleria fowleri  </i> ATCC 30863 trophozoites.,transcript_expression,AmoebaDB,N/A,,,,
Pyrethroid susceptibility of malaria vectors in four Districts of western Kenya,10/14/2017,Eric Ochomo,"Kenya Medical Research Institute (KEMRI), Kisumu, Kenya","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000200_RSRC,DS_a6e84fb058,<br>,N/A,Eric Ochomo,"Three day old adult mosquitoes from larval samples collected in the field, were used for bioassays using the WHO tube bioassay, and mortality recorded 24 hours post exposure. Resistance level was assigned based on the 2013 WHO guidelines where populations with <90% mortality were considered resistant. Once exposed, samples were identified to species using PCR. (MapVEu VBP0000200)",population_biology, ,N/A,,,,
North Carolina ovitrap survey of container Aedes mosquitoes,1/21/2021,Michael H Reiskind,"Department of Entomology and Plant Pathology, North Carolina State University, Raleigh, NC","VEuPathDB rel. 62, 2023-MAR-09",47,N/A,ISATab_VBP0000718_RSRC,DS_a6fd203d25,<br>,N/A,Michael H Reiskind,A statewide survey of container Aedes mosquitoes (Diptera':' Culicidae) in North Carolina. This subset of the data has exact GPS points. (MapVEu VBP0000718),population_biology, ,N/A,,,,
The GenBank Non-Redundant Protein Sequence Database (NRDB),N/A,NRDB,NCBI,N/A,0,Genomes and Annotation,NRDB_RSRC,DS_a7163a9f0d,<br>,N/A,NRDB,"The GenBank non-redundant protein sequence database (NRDB) is a component of the NCBI BLAST databases 
         and contains entries from GenPept, Swissprot, PIR, PDF, PDB and NCBI RefSeq.",external_sequences,@PROJECT_ID@,N/A,,,,
Aedes aegypti Transcriptome or Gene expression,20-Jan,Xiaonan Fu,"Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_SRP065119_ebi_rnaSeq_RSRC,DS_a7212d5bec,<i>Aedes aegypti</i> LVP_AGWG<br>,N/A,Xiaonan Fu,Transcriptome sequencing of arthropod cell lines Aag2,transcript_expression,VectorBase,N/A,,,,
Metacyclic vs Procyclic form transcriptomes (2020),6/10/2020,Alena Zíková,"Institute of Parasitology, Biology Centre, Czech Academy of Sciences","VEuPathDB rel. 62, 2023-MAR-09",62,RNASeq,tbruTREU927_Tbru927_Dolezelova_metacyc_vs_procyc_RNASeq_ebi_rnaSeq_RSRC,DS_a72b4c8650,<i>Trypanosoma brucei</i> brucei TREU927<br>,32520929,Doleželová et al. 2020,RNA sequence transcriptomes of <i>Trypanosoma brucei</i> metacyclics obtained using an <i>in vitro</i> system compared to the non-infectious procyclic trypanosomes.,transcript_expression,TriTrypDB,N/A,,,,
Pyrethroid resistant vs susceptible strain,20-Jan,Guoding Zhu,N/A,"VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,asinSINENSIS_SRP018078_ebi_rnaSeq_RSRC,DS_a72e322182,<i>Anopheles sinensis</i> SINENSIS<br>,24909924,Zhu et al 2014,De novo expression profiling using 454 pyrosequencing in deltamethrin resistant (field) vs susceptible (lab colony) mosquitoes (two biological samples).,transcript_expression,VectorBase,N/A,,,,
E. hellem Swiss transcripts from Release 53,bld53,Patrick Keeling,University of British Columbia,"EuPathDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",ehelSwiss_bld53Transcripts_transcript_sequences_RSRC,DS_a736d79351,<i>Encephalitozoon hellem</i> Swiss<br>,N/A,Patrick Keeling,Transcripts for E. hellem Swiss transcripts from Release 53,aligned_sequence,MicrosporidiaDB,N/A,,,,
<i>Podospora comata</i> strain T mat+ Genome Sequence and Annotation,10/22/2018,Robert Debuchy,"Institute for Integrative Biology of the Cell (I2BC), CEA, CNRS, Univ. Paris-Sud, Université Paris-Saclay, 91198, Gif-sur-Yvette cedex, France","VEuPathDB rel. 61, 2022-DEC-15",61,Genomes,pcomTmat_primary_genome_RSRC,DS_a75d620d3c,<i>Podospora comata</i> strain T mat+<br>,30288581,Robert Debuchy,Genome Sequence and Annotation of <i>Podospora comata</i> strain T mat+,genome,FungiDB,13100,,,,
"State-wide mosquito surveillance in Iowa, USA, 2012 (New Jersey light trap)",2/2/2019,Unidentified,N/A,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000377_RSRC,DS_a796902e96,<br>,N/A,Unidentified,"Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000377)",population_biology, ,N/A,,,,
Embryonic and larval stages mixed,12/21/2015,Nathan Kenny,Chinese University of Hong Kong,"VEuPathDB rel. 68, 2024-MAY-07",68,RNASeq,bglaXG47_SRP067658_ebi_rnaSeq_RSRC,DS_a79c78b5c0,<i>Biomphalaria glabrata</i> XG47<br>,27793108,Kenny et al 2016,Early cleavage stage embryos up through to advanced veliger larval stages until the point before hatching (one biological sample).,transcript_expression,VectorBase,N/A,,,,
Profiling of transcriptional response of clr-1 and clr-2 mutants to cellulose,2012-04-24_gus4,Louise N. Glass,"University of California, Berkeley","VEuPathDB rel. 21, 2014-MAY-08",21,RNASeq,ncraOR74A_Glass_EssentialTranscription_ebi_rnaSeq_RSRC,DS_a7a14c7e0f,<i>Neurospora crassa</i> OR74A<br>,22532664,Coradetti et al. 2012,"WT, clr-1 and clr-2 mutants were pre-grown in sucrose and transferred to Avicel (cellulose), sucrose or media with no carbon added",transcript_expression,FungiDB,N/A,,,,
Long non-coding RNA for P. falciparum,4/25/2022,Adam Reid,"Wellcome/CRUK Gurdon Institute: Cambridge, GB","VEuPathDB rel. 59, 2022-AUG-30",59,"Sequence sites, features and motifs",pfal3D7_Hoshizaki_lncRNA_GFF_RSRC,DS_a7ac79e502,<i>Plasmodium falciparum</i> 3D7<br>,N/A,Adam Reid,Long non-coding RNA sequences created using long-read sequencing and manual curation,feature, ,N/A,,,,
Transcriptome profiling of Candida auris clinical isolates forming biofilm,6/29/2018,Gordon Ramage,University of Glasgow,"VEuPathDB rel. 42, 2019-MAR-07",42,RNASeq,caurB8441_Ramage_ClinicalIsolates_ebi_rnaSeq_RSRC,DS_a7cadb189b,<i>Candida auris</i> strain B8441<br>,29997121,Kean et al. 2018,"Transcriptomic investigation of isolates collected by Public Health England, UK using Illumina HiSeq X Ten technology.",transcript_expression,FungiDB,N/A,,,,
"Lee County Mosquito Control Department data in Lee county, Florida, 2008.",6/5/2019,Sterling Milton,Lee County Mosquito Control District,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000457_RSRC,DS_a7d7442632,<br>,N/A,Sterling Milton,"2008 mosquito data from Lee county, Florida, collected by the Lee County Mosquito Control Department. (MapVEu VBP0000457)",population_biology, ,N/A,,,,
Toxicity of clothianidin (neonicotinoid) and chlorfenapyr (pyrrole) insecticides and cross-resistance to other insecticides in A. arabiensis from Ethiopia,4/1/2019,Louisa A Messenger,"Entomology Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30329-4027, USA American Society for Microbiology, 1752 N Street, NW, Washington, DC 20036, USA","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000448_RSRC,DS_a811c09b3f,<br>,30795768,Louisa A Messenger,"The aim of this study was to determine the diagnostic doses of clothianidin and chlorfenapyr and their efficacies against Anopheles arabiensis, the predominant Ethiopian malaria vector species. (MapVEu VBP0000448)",population_biology, ,N/A,,,,
Six Babesia microti isolates,5/23/2016,Joana Carneiro da Silva,University of Maryland School of Medicine,"VEuPathDB rel. 51, 2021-MAR-16",51,Genetic variation,bmicRI_HTS_SNP_Six_Bmic_isolates_RSRC,DS_a83e08c9d9,<i>Babesia microti</i> strain RI<br>,N/A,Carneiro da Silva,Whole genome sequencing reads aligned to the <i>Babesia microti</i> R1 genome and used to determine single nucleotide polymorphisms,isolates,PiroplasmaDB,N/A,,,,
Response to dengue virus infection,20-Jan,DBCLS,DBCLS,"VEuPathDB rel. 47, 2020-APR-07",47,RNASeq,aaegLVP_AGWG_DRP002724_ebi_rnaSeq_RSRC,DS_a8495e32b2,<i>Aedes aegypti</i> LVP_AGWG<br>,N/A,"DBCLS 2015, unpublished",Whole transcriptome analyses between dengue-virus infected <i>Aedes aegypti</i> and non-infected <i>Aedes aegypti</i> were performed.,transcript_expression,VectorBase,N/A,,,,
<i>Nematocida parisii</i> ERTm1 Genome Sequence and Annotation,3/18/2015,The Broad Institute of MIT and Harvard,The Broad Institute of MIT and Harvard,"VEuPathDB rel. 52, 2021-MAY-20",0,Genomes,nparERTm1_primary_genome_RSRC,DS_a8495f5b9a,<i>Nematocida parisii</i> ERTm1<br>,"19071962, 20211023, 22813931",The Broad Institute of MIT and Harvard,<i>Nematocida parisii</i> ERTm1 sequence and annotation,genome,MicrosporidiaDB,2724,,,,
Insecticide susceptibility of Aedes albopictus and Ae. aegypti from Brazil and the Swiss-Italian border region.,1/22/2019,Pie Müller,"Department of Epidemiology and Public Health, Swiss Tropical and Public Health Institute, Socinstrasse 57, PO Box, 4002 Basel, Switzerland University of Basel, Petersplatz 1, 4003 Basel, Switzerland","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000362_RSRC,DS_a84b60ec5f,<br>,28927441,Pie Müller,"Following World Health Organization guidelines, dose-response curves for a range of insecticides were established for both colonized and field caught Ae. aegypti and Ae. albopictus. The larvicides included Bti, two of its toxins, Cry11Aa and Cry4Ba, Lysinibacillus sphaericus, Vectomax CG&#174;, a formulated combination of Bti and L. sphaericus, and diflubenzuron. In addition to the larvicides, the Swiss-Italian Ae. albopictus populations were also tested against five adulticides (bendiocarb, dichlorodiphenyltrichloroethane, malathion, permethrin and &#955;-cyhalothrin). (MapVEu VBP0000362)",population_biology, ,N/A,,,,
<i>Toxoplasma gondii</i> GAB2-2007-GAL-DOM2 Genome Sequence and Annotation,8/13/2014,David Sibley,Washington University School of Medicine,"VEuPathDB rel. 49, 2020-NOV-05",19,Genomes,tgonGAB2-2007-GAL-DOM2_primary_genome_RSRC,DS_a858cc3262,<i>Toxoplasma gondii</i> GAB2-2007-GAL-DOM2<br>,N/A,David Sibley,Genome sequence and annotation for <i>Toxoplasma gondii</i> strain GAB2-2007-GAL-DOM2,genome,ToxoDB,9296,,,,
<i>Schizosaccharomyces pombe</i> 972h- Genome Sequence and Annotation,4/12/2016,Valerie Wood,"PomBase, Cambridge University UK","VEuPathDB rel. 63, 2023-MAY-03",21,Genomes,spom972h_primary_genome_RSRC,DS_a885718221,<i>Schizosaccharomyces pombe</i> 972h-<br>,11859360,Valerie Wood,Genome sequence and annotation for <i>Schizosaccharomyces pombe</i> 972h-.,genome,FungiDB,6995,,,,
Insecticide susceptibility status of malaria vectors in some hyperendemic tribal districts of Orissa,8/6/2014,S.K. Sharma,N/A,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000077_RSRC,DS_a887049ff1,<br>,N/A,S.K. Sharma,Insecticide resistance study imported from IRBase. (MapVEu VBP0000077),population_biology, ,N/A,,,,
GPL8705 - ND NimbleGen Aedes aegypti Expression Array,6/5/2010,David W Severson,"Department of Biological Sciences, University of Notre Dame","VEuPathDB rel. 48, 2020-AUG-27",48,Array Probes,aaegLVP_AGWG_microarrayPlatform_GPL8705_NimbleGen_RSRC,DS_a896abcc3e,<i>Aedes aegypti</i> LVP_AGWG<br>,N/A,David W Severson,Custom NimbleGen Aedes aegypti Expression Array [Design 6336] Technology type: spotted oligonucleotide.,transcript_expression_platform,VectorBase,N/A,,,,
Anopheles gambiae (s.l.) is found where few are looking: assessing mosquito diversity and density outside inhabited areas using diverse sampling methods,12/3/2020,Patric Epopa,"Institut de Recherche en Sciences de la Santé/Centre Muraz, Bobo-Dioulasso, Burkina Fas","VEuPathDB rel. 58, 2022-JUN-23",58,N/A,ISATab_VBP0000714_RSRC,DS_a8a7d958a7,<br>,33059722,Patric Epopa,"To investigate both larval and adult mosquito presence, multiple sampling approaches were used surrounding each point: searching for larval sites in an area of 500 m radius, swarm sampling, human landing catches, CDC light traps and backpack aspiration catches of potential resting sites. Sampling took place twice: in September and October 2015. (MapVEu VBP0000714)",population_biology, ,N/A,,,,
<i>Curvularia clavata</i> yc1106 Genome Sequence and Annotation,6/27/2022,Yi Cao,Guizhou Academy of Tobacco Science,"VEuPathDB rel. 67, 2024-FEB-21",67,Genomes,cclayc1106_primary_genome_RSRC,DS_a8e1921cd6,<i>Curvularia clavata</i> yc1106<br>,N/A,Yi Cao,Genome Sequence and Annotation of <i>Curvularia clavata</i> yc1106,genome,FungiDB,10292,,,,
<i>Rhipicephalus microplus</i> Rmic-2018 Genome Sequence and Annotation,11/10/2020,FangQing Zhao,"Computational Genomics Lab, Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing 100101, P.R. China","VEuPathDB rel. 67, 2024-FEB-21",57,Genomes,rmicRmic-2018_primary_genome_RSRC,DS_a8e2335542,<i>Rhipicephalus microplus</i> Rmic-2018<br>,32814014,FangQing Zhao,Genome Sequence and Annotation of <i>Rhipicephalus microplus</i> Rmic-2018,genome,VectorBase,28997,,,,
<i>Pythium aphanidermatum</i> DAOM BR444 Genome Sequence and Annotation,3/2/2016,C. Robin Buell,"Department of Plant Biology, Michigan State University, East Lansing, Michigan, USA","VEuPathDB rel. 51, 2021-MAR-16",23,Genomes,paphDAOMBR444_primary_genome_RSRC,DS_a8e7abd6e6,<i>Pythium aphanidermatum</i> DAOM BR444<br>,24124466,C. Robin Buell,Genome sequence and annotation for <i>Pythium aphanidermatum</i> DAOM BR444.,genome,FungiDB,12363,,,,
<i>Phlebotomus papatasi</i> Israel Genome Sequence and Annotation,PpapI1,Mary Ann McDowell,"Eck Institute for Global Health, Department of Biological Sciences, University of Notre dame","VEuPathDB rel. 49, 2020-NOV-05",47,Genomes,ppapIsrael_primary_genome_RSRC,DS_a8e93bad14,<i>Phlebotomus papatasi</i> Israel<br>,N/A,Mary Ann McDowell,Genome Sequence and Annotation for <i>Phlebotomus papatasi</i> Israel,genome,VectorBase,11835,,,,
OrthoMCL Ortholog Groups,6r21,David S. Roos,"Department of Biology, University of Pennsylvania","EuPathDB rel. 1.0, 01-JAN-05",0,Orthology and synteny,OrthoMCL_RSRC,DS_a8f4849fb9,<br>,"12952885, 16381887",David S. Roos,Ortholog group assignments as predicted by OrthoMCL,orthology,@PROJECT_ID@,N/A,,,,
